1 , 2.5966666666666667 , -1.8281800370370362
2 , 2.6902626424891394 , -0.24023949131416167
3 , 2.7020922628576725 , -0.02957579530706589
4 , 2.703541518291072 , -0.003611430669948845
5 , 2.703718377883973 , -0.0004405424957578674
6 , 2.703739950634641 , -5.373327834234942e-05
7 , 2.7037425818548573 , -6.553788240992731e-06
8 , 2.703742902781515 , -7.993568207353974e-07
1 , 2.5966666666666667 , -1.8281800370370362
2 , 2.6902626424891394 , -0.24023949131416167
3 , 2.7020922628576725 , -0.02957579530706589
4 , 2.703541518291072 , -0.003611430669948845
5 , 2.703718377883973 , -0.0004405424957578674
6 , 2.703739950634641 , -5.373327834234942e-05
7 , 2.7037425818548573 , -6.553788240992731e-06
8 , 2.703742902781515 , -7.993568207353974e-07
